,Fecha,Año,Trimestre,Provincia,Tot_Vel_Media_DL_Trim_x_Prov,Tot_Acc_ADSL_x_Prov,Tot_Acc_CaModem_x_Prov,Tot_Acc_FO_x_Prov,Tot_Acc_Wireless_x_Prov,Tot_Acc_Otros_x_Prov,Tot_Acc_x_Prov,Tot_pntrcion_x_c100_Habi_x_Prov,Tot_pntrcion_x_c100_Hoga_x_Prov,Tot_Acc_rango_0->512_kbps_x_Prov,Tot_Acc_rango_0.512->1_Mbps_x_Prov,Tot_Acc_rango_1->6_Mbps_x_Prov,Tot_Acc_rango_6->10_Mbps_x_Prov,Tot_Acc_rango_10->20_Mbps_x_Prov,Tot_Acc_rango_20->30_Mbps_x_Prov,Tot_Acc_rango_>30_Mbps_x_Prov,Tot_Acc_rango_Otros_Mbps_x_Prov,Tot_Acc_rango_Mbps_x_Prov,Tasa_Crec_Accesos_x_Prov,Tasa_Crec_Pntcion_xc100_Hoga_x_Prov,Tasa_Crec_Pntcion_xc100_Habi_x_Prov,Tasa_Crec_Acc_ADSL_x_Prov,Tasa_Crec_Acc_CaModem_x_Prov,Tasa_Crec_Acc_FO_x_Prov,Tasa_Crec_Acc_Wireless_x_Prov,Tasa_Crec_Acc_Otros_x_Prov,Tasa_Crec_Acc_rango_0->512_kbps_x_Prov,Tasa_Crec_Acc_rango_0.512->1_Mbps_x_Prov,Tasa_Crec_Acc_rango_1->6_Mbps_x_Prov,Tasa_Crec_Acc_rango_6->10_Mbps_x_Prov,Tasa_Crec_Acc_rango_10->20_Mbps_x_Prov,Tasa_Crec_Acc_rango_20->30_Mbps_x_Prov,Tasa_Crec_Acc_rango_>30_Mbps_x_Prov,Tasa_Crec_Acc_rango_Otros_Mbps_x_Prov
542,2019-07-01,2019,3,Misiones,17.9315224613728,54493.0,65872.0,829.0,419.0,12270.0,133883.0,10.713348334459,39.3329298674438,47.0,1928.0,43530.0,29375.0,11256.0,16107.0,16650.0,12206.0,131099.0,3.2825672021632,3.0243361863077745,3.0217803725596237,0.004352367688031933,2.750194626713909,10.81957248505725,10.041446872645054,8.229426433915222,0.0,0.0,-0.5968239685630539,-2.540397138033601,20.295401712309346,6.157635467980294,51.91811139800811,-98.16326530612245
561,2019-10-01,2019,4,Misiones,20.3203474357427,53116.0,69676.0,847.0,441.0,11733.0,135813.0,10.8375819024918,39.7892368404862,71.0,0.0,39664.0,20840.0,27305.0,15626.0,20799.0,11508.0,135813.0,0.854208785764965,0.8542087857650316,0.5335731759514628,0.0,4.4276457883369424,0.0,-98.0,75.0,18.518518518518512,-0.05130460275578619,0.4976993144896191,0.06752194463199857,20.389805097451273,-100.0,0.0,0.0
599,2020-01-01,2020,1,Misiones,22.1482130684363,51458.0,69452.0,1220.0,460.0,10962.0,133552.0,10.6276210559822,39.018347551712,71.0,524.0,36622.0,21271.0,26433.0,11581.0,26313.0,10885.0,133700.0,1.1096524287061982,0.870801492802542,0.8480104370515384,-10.150928792569658,-1.8215189873417748,8.113342707808236,3.4808168316831756,-3.912014478630099,-97.38905666617349,-64.20455769727795,-79.7533426604632,-31.345943906701933,-73.57985600267583,-81.8926870446108,1.5508048804447006,30.879618340286164
602,2020-04-01,2020,2,Misiones,22.5601226175832,50792.0,74497.0,2579.0,3319.0,9153.0,140340.0,11.1369196743518,40.8877960096961,71.0,524.0,39867.0,23719.0,26445.0,12305.0,28763.0,8646.0,140340.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,2020-07-01,2020,3,Misiones,24.1417618725215,50195.0,77989.0,2572.0,3445.0,8985.0,143186.0,11.3317985370104,41.6044862854486,71.0,524.0,39005.0,24215.0,25942.0,13663.0,30987.0,8779.0,143186.0,1.8998092895776253,1.8998092895775809,1.5298628391346103,0.5298829328404198,6.598781270044896,1.3698630136986356,-3.3907574514629446,-3.525641025641024,4.959630911188007,-5.774468857817327,2.2241050624867587,11.538461538461542,23.90057361376674,300.0,12.5,0.0
667,2020-10-01,2020,4,Misiones,24.9566177796804,49462.0,79855.0,6589.0,4359.0,6896.0,147161.0,11.6148987925828,42.6441141611923,51.0,524.0,39988.0,26078.0,26445.0,14810.0,32264.0,7001.0,147161.0,4.148772618678143,3.814589766306664,3.811256316461664,-0.5350746598664524,2.4584553891641825,141.2434976467674,3.0615164520743976,-4.120669481609607,-87.76041666666666,-8.862629246676512,1.2377555982678423,6.67878237164925,-4.975221066951708,-17.981784476505204,124.48240915013753,-4.319887682920243
680,2021-01-01,2021,1,Misiones,25.0768261260814,48292.0,82339.0,7064.0,4796.0,6896.0,149387.0,11.7588116112233,43.1724389059718,51.0,524.0,40949.0,25503.0,27101.0,14050.0,32953.0,8256.0,149387.0,0.9554179797954587,0.6472491909385036,0.6217120994739256,-4.24448694869487,0.2921674264401153,7.170197722895377,-2.881861575179001,2.3406610786019355,0.0,-11.46601146601146,-2.6809570075297495,-21.99888017917133,-26.820362282523092,-46.18093770636143,34.97746267255142,22.137530386057435
701,2021-04-01,2021,2,Misiones,28.6822217353969,44960.0,87861.0,10376.0,5317.0,7662.0,156176.0,12.2601465948529,45.0128113119994,51.0,5.0,41643.0,25907.0,25811.0,16172.0,38308.0,8279.0,156176.0,0.8436074438137098,0.5032340334746754,0.5046253237544818,0.43463556997382913,1.6204134848202711,0.8771929824561431,0.0,18.409425625920473,2.590673575129543,-2.9212096276486355,-4.717859056428186,7.567040920478796,20.743660771361604,300.0,2.7027027027026973,0.0
734,2021-07-01,2021,3,Misiones,30.878718314265,43230.0,89469.0,10969.0,7198.0,7662.0,158528.0,12.4117725813258,45.5706536580879,51.0,5.0,41932.0,25099.0,26079.0,14792.0,42291.0,8279.0,158528.0,0.6566368605033013,0.6566368605035677,0.36343196602144356,0.789277427908508,0.0,1.2311901504787892,0.2502085070892335,-4.706927175843689,37.5,-1.848049281314168,0.6864810047585657,0.0,0.0,0.0,0.0,0.0
747,2021-10-01,2021,4,Misiones,38.9033492509076,41778.0,92068.0,22035.0,7649.0,7602.0,171132.0,13.3633190432684,49.064620730585,51.0,5.0,41916.0,23554.0,26721.0,15954.0,54596.0,8335.0,171132.0,7.921670305676853,7.621299197872888,7.621557657188416,0.0018491466188264027,1023.7250554323724,1.724137931034475,0.0,1.158301158301156,0.0,-0.37664783427495685,-0.7770534550195607,22.222222222222232,0.0,50.0,-100.0,0.0
788,2022-01-01,2022,1,Misiones,41.87,39147.0,91752.0,25178.0,7807.0,7624.0,171508.0,13.3575393367025,49.0433419977295,51.0,3873.0,35655.0,22261.0,26855.0,15854.0,58610.0,8349.0,171508.0,63.21484932742165,62.685622069994395,62.68122160461218,-0.21868439468160084,576.4285714285714,-1.9774011299435013,0.0,530.1333333333333,687.5,-25.0,-12.052233480804908,0.0,0.0,0.0,250.0,0.0
805,2022-04-01,2022,2,Misiones,46.23,37208.0,89260.0,33649.0,11074.0,7622.0,178813.0,13.8900281819679,51.0,51.0,3808.0,37254.0,21712.0,12774.0,19757.0,75107.0,8350.0,178813.0,0.8357089526912276,0.5325491807511407,0.5317637889329818,0.6534394677438549,-6.900033658700777,11.111111111111116,2.4747298710352084,0.14993026499303674,3.3333333333333437,0.0,-25.986842105263154,77.7962577962578,40.30195655523032,-0.8521974625415818,-59.09090909090908,-0.5919978225367495
833,2022-07-01,2022,3,Misiones,49.3,35513.0,88902.0,39046.0,11074.0,7622.0,182157.0,14.11,51.82,51.0,3749.0,36628.0,20758.0,12676.0,19615.0,80330.0,8350.0,182157.0,16.81719407850062,16.049349444124882,16.04999813275969,0.005372300419037579,168.2254196642686,209.106529209622,45.19189305735232,-29.544303797468352,-61.76470588235294,53.846153846153854,-1.626939084373813,0.0,0.0,0.0,0.0,0.0
859,2022-10-01,2022,4,Misiones,91.24,33204.0,87202.0,46885.0,11075.0,7903.0,186269.0,14.39,52.85,51.0,3510.0,35622.0,21373.0,12196.0,3182.0,101745.0,8590.0,186269.0,334.55673812386755,-24.492315479314687,-24.388233141974425,1353.7958415703874,1188.7949698087632,-1.9941747960061207,10.47502329111527,882.9109997040383,-10.71428571428571,15.207373271889391,-0.0514933058702316,12.580914595949055,9.12009063444108,-59.1165201712869,56.085340229513506,-1.0389225987864403
865,2023-01-01,2023,1,Misiones,89.81,30455.0,82834.0,56619.0,12896.0,7881.0,190685.0,14.7,53.97,51.0,3448.0,34762.0,21817.0,11881.0,3881.0,106601.0,8244.0,190685.0,1.855017457781627,1.855017457781738,1.6437585623347628,1.3101831154256782,2.8376633490255543,1.1247803163444647,1.9108280254777066,-7.830126078301259,-0.8135987214877183,-7.605052848672333,0.9632539533028117,17.52816434724984,22.81769757582346,20.36316472114137,12.666666666666671,0.0
909,2023-04-01,2023,2,Misiones,90.55,28897.0,82058.0,64406.0,12927.0,7183.0,195471.0,15.03,55.18,51.0,3247.0,34144.0,22649.0,12055.0,3862.0,110815.0,8648.0,195471.0,0.048250292041251974,0.04825029204109654,-0.22054909321223004,0.03837864966196314,0.0,0.0,0.5499541704858002,0.0,0.0,-5.091696092949083,-1.2704638472032737,7.257338375652811,40.65315315315314,0.0,0.0,0.0
922,2023-07-01,2023,3,Misiones,91.49,27934.0,79087.0,70003.0,12928.0,7183.0,197135.0,15.12,55.51,51.0,3302.0,32953.0,22315.0,11900.0,3862.0,113860.0,8892.0,197135.0,3.4448818897637734,3.1755065824256468,3.1745654676285096,-1.8058515791513297,4.174250284917247,0.0,59.38628158844765,0.0,-4.878048780487809,27.450980392156854,1.8038499834052368,5.288763339610791,-3.152916447714138,20.3125,82.26415094339623,0.0
940,2023-10-01,2023,4,Misiones,93.65,25840.0,79000.0,75382.0,12928.0,7183.0,200333.0,15.33,56.27,1953.317,8864.257,132772.534,38408.51,37138.329,20091.33,122209.765,6514.383299798793,367909.447,-0.6292438108894571,-0.8622502628811701,-0.8474576271186529,-8.701254080054976,-0.3992189734724594,3.530259365994226,0.0,0.0,0.0,-2.866779089376059,-21.827293397058146,-3.3363059329591382,24.641631808995633,4.3596730245231585,4.007250598821788,0.6042296072507503
962,2024-01-01,2024,1,Misiones,94.98,23217.0,77561.0,81498.0,13378.0,6902.0,202556.0,15.46,56.76,51.0,3173.0,26882.0,26369.0,9812.0,3638.0,124105.0,8526.0,202556.0,9.565398211686427,8.85813106022104,8.857902244366777,0.0,39.921807124239784,0.18867924528302993,0.0,0.09779951100243878,0.0,-0.9677419354838679,8.466841131039772,0.0,0.0,0.0,0.0,0.0
1002,2024-04-01,2024,2,Misiones,96.15,20868.0,76427.0,87389.0,14968.0,6902.0,206554.0,15.72,57.73,51.0,3096.0,26173.0,26970.0,9290.0,4441.0,127506.0,9027.0,206554.0,1.073502169914442,0.754806554176457,0.755906317831534,1.112822565870264,0.0,0.0,0.0,0.0,0.0,-4.6064862631687635,-3.617439574418868,8.634912527135752,11.516519340480214,-0.8676789587852451,61.53846153846154,0.0
1022,2024-10-01,2024,4,Misiones,24.720245470900192,112930.8609731877,182158.2810327706,48556.98609731877,12542.229394240318,6497.041708043694,362685.3992055611,15.72724750646932,52.794973016863175,51.0,3248.0,32287.0,21522.0,11338.0,3850.0,119112.0,8925.0,200333.0,3.641523877777053,3.345472465633037,3.347914878905245,-7.1748151990662645,-75.43592537983204,72.70058254229814,0.05006257822277593,0.0,0.0,-0.7685352622061492,-4.349394915066062,-7.342262728647175,12.467878557152368,-6.678180771445019,8.737653721441063,2.93040293040292
12,2014-01-01,2014,1,Neuquen,3.54930165082541,47790.0,28161.0,997.0,10381.0,3051.0,90380.0,14.8822657665075,49.7916051913856,4133.0,987.0,77148.0,84.0,1582.0,2.0,22.0,0.0,83958.0,1.4851874231751605,-4.348029654953756,1.2176041207448973,-0.27910986721175757,3.6150327000670224,0.07747564148989916,-0.9067962980274791,0.0,-0.62758051197358,-2.738725791309793,-1.3380503667857369,-0.3122096264634777,12.011604670965648,25.693868524354514,29.052607211065464,0.0
26,2014-04-01,2014,2,Neuquen,3.66470433804515,47767.0,29776.0,997.0,10765.0,2983.0,92288.0,15.1375680294983,50.8427490584487,1531.0,3206.0,79087.0,92.0,2289.0,2.0,30.0,0.0,86237.0,4.228432956210204,3.734418936498418,3.977336242378149,-1.1102844215390983,6.250565326829083,3.5978436448929063,2.644545216708827,-2.8816730490129228,0.0,-0.29108397139783193,-1.3649051216928942,-2.745549772930689,-5.730659025787965,2.779438609487017,10.100418798753852,-6.49931710073941
56,2014-07-01,2014,3,Neuquen,3.7429104879161,54458.0,30964.0,1000.0,12858.0,3087.0,102367.0,16.7266886493093,56.3954110270698,1522.0,3099.0,80090.0,107.0,2865.0,10.0,27.0,0.0,87720.0,14.377297101024556,14.480298995888074,14.334321754813617,43.484273590779864,1.5395370717216528,0.9644789461303205,3.2600732600732707,0.8052708638360162,9.019607843137244,2431.085876508162,6.9670994823203936,39.58267539945168,36.5720882411299,20.58735120836841,91.02157839142899,0.0
83,2014-10-01,2014,4,Neuquen,3.85077258259739,47721.0,31778.0,1014.0,11853.0,3030.0,95396.0,15.5286641207705,52.5549896972496,1731.0,2744.0,80938.0,126.0,3621.0,2.0,66.0,0.0,89228.0,2.058103579366599,2.144932490172624,2.0502092050209253,19.434412265758084,-1.7817297626445683,11.63488932719703,0.02226179875333134,63.91348088531188,-73.5833968577553,-38.87812593881247,-77.5909978489979,33.86356304891807,0.6211130285371791,-70.35039492159056,1024.5279785948367,-100.0
117,2015-01-01,2015,1,Neuquen,3.91149163819858,47518.0,32152.0,1024.0,12088.0,2960.0,95742.0,15.5262500689212,51.9544367381025,1895.0,2577.0,80787.0,170.0,4067.0,2.0,76.0,0.0,89574.0,5.041419276851422,4.82435299361994,4.823812904072611,-11.01395753000597,18.353403364932962,12.399802964488838,-3.57142857142857,0.0895656068069961,0.0,0.0,-10.614359733530721,-6.798766018035119,-6.7794998573737715,96.62447257383965,12.05575174693816,1.2239347234814124
139,2015-04-01,2015,2,Neuquen,4.05961773753304,47078.0,34183.0,1044.0,12781.0,2799.0,97885.0,15.8141751619626,53.1173365932314,1755.0,2348.0,82727.0,214.0,5168.0,2.0,110.0,0.0,92324.0,1.1093358715482005,1.109335871548356,0.8371311587086483,0.2477188480182413,2.843676355066771,4.977375565610864,-96.15384615384616,-63.41463414634146,-3.5532994923857864,-35.17301252635495,2.1779455731837816,4.162980438415409,13.69727047146403,28.70782940802037,7.9601990049751326,0.0
164,2015-07-01,2015,3,Neuquen,4.22994398489574,47102.0,36620.0,1045.0,13051.0,2798.0,100616.0,16.1952130313712,54.5993148967112,1733.0,2124.0,85044.0,210.0,6599.0,2.0,155.0,0.0,95867.0,-0.33507693588444853,-0.5471956224350261,-0.5119453924914752,-9.50522750699455,-0.8656957928802611,5.913316160824289,-2.702372218146243,9.11403136922424,0.0,-21.884498480243163,-4.260517220831838,-5.766184391171192,-16.710150329233443,-80.79984836997725,19.493638997354836,5.33548908649959
175,2015-10-01,2015,4,Neuquen,4.35559286155294,51680.0,38902.0,1048.0,12934.0,2852.0,107416.0,17.2263045298112,58.2893377687955,1727.0,2061.0,89678.0,455.0,7934.0,9.0,175.0,0.0,102039.0,-0.8606100930037441,-0.860610093003733,-1.3293120382000256,-1.3815802840366542,4.341317365269459,1.0204081632652962,3.399983126634609,-5.464313123561015,-7.699950322901139,-1.0030249960197413,-0.6236527290977567,105.88235294117645,0.0,0.0,0.0,0.0
199,2016-01-01,2016,1,Neuquen,4.42049314901527,51702.0,36122.0,1085.0,12502.0,2850.0,104261.0,16.6592100932178,55.7539370042541,1720.0,1737.0,86310.0,479.0,7893.0,143.0,171.0,0.0,98453.0,0.420681858383265,0.011706972050973263,0.010291178895349695,-0.12674548196062174,0.9394200985121559,4.936140835346903,0.6331840110268772,-0.2930676186923886,-32.91139240506329,0.0,0.6829680558252171,-1.3113864520213458,-1.3996889580093264,0.0,0.18018018018017834,11.669203450025378
223,2016-04-01,2016,2,Neuquen,4.86640695565863,51742.0,42370.0,1088.0,12466.0,2849.0,110515.0,17.5941757650438,59.098285533662,1916.0,1691.0,88854.0,583.0,10241.0,1285.0,208.0,0.0,104778.0,-2.578625393326628,-3.6290303723244044,-2.84216028321983,-0.7484513336916243,-5.1551893919462355,40.41666666666666,0.4097630500623506,0.2597402597402487,0.0,-6.685909704138304,-3.04558671816334,4.403943545698463,-1.0364700451221842,24.190647482014384,-4.5036764705882355,0.0
254,2016-07-01,2016,3,Neuquen,5.29216686473129,51752.0,44739.0,1093.0,12402.0,2617.0,112603.0,17.8621510152284,60.2148508885395,1531.0,1527.0,87404.0,680.0,12541.0,2118.0,225.0,0.0,106026.0,0.9321689949071121,0.6885063853414808,0.6891548784911272,-7.507397041183528,-0.3555113063168247,5.558564041616143,-1.042966375531884,-15.098677907645142,1873.0474747474748,1.9935220342883309,5.0249438380003175,-60.097956512253646,-29.163178072785534,-22.89765139304627,-83.5395974392785,-61.53074701902212
264,2016-10-01,2016,4,Neuquen,5.67844630654237,51742.0,46389.0,1124.0,11910.0,2670.0,113835.0,17.9932474938908,60.8736672281991,1539.0,1406.0,84859.0,792.0,14153.0,3073.0,271.0,0.0,106093.0,1.9720101781170563,1.972010178116923,1.724692772656078,1.0029327636771779,3.95812149286332,12.101910828025474,1.4383043149129415,0.0,-2.941176470588236,-4.951363418912457,0.2332604394460036,5.72625698324023,21.27406231395117,19.525065963060694,15.873015873015884,0.0
294,2017-01-01,2017,1,Neuquen,6.03483614442139,51771.0,48109.0,1124.0,11665.0,2670.0,115339.0,18.1662540084548,61.0230200678275,1547.0,1418.0,83813.0,902.0,15130.0,4223.0,458.0,0.0,107491.0,1.0080217171749561,0.7939581719597077,0.808823529411784,-13.105940419531114,1.0375795622983741,12.200956937799035,21.90046245320414,-1.0947527368818433,0.0,-6.337599024984764,-0.5740274650063992,-5.784857993402525,-9.622775800711747,22.042440318302383,2.5662541081043377,12.328082020505127
327,2017-04-01,2017,2,Neuquen,6.70061069844688,51794.0,50283.0,1133.0,11545.0,2678.0,117433.0,18.4306345952835,61.9101342766616,1542.0,1395.0,81272.0,849.0,18051.0,4774.0,1703.0,0.0,109586.0,3.1531781660992797,2.921026968761553,2.9190858719117196,-1.6769025964582518,7.57068283998672,0.0,1.6814689152779172,8.997611253649485,0.0,-20.875237836368576,-0.16477425926481049,1.6548183254344373,-3.0719885958660043,11.831051649035462,13.836970800396386,8.168028004667448
358,2017-07-01,2017,3,Neuquen,8.16517738570226,48001.0,52468.0,1044.0,11576.0,2695.0,115784.0,18.1084813517863,60.8304131050389,2036.0,1457.0,72532.0,1034.0,20213.0,7067.0,4937.0,0.0,109276.0,7.173854987314732,6.938655800326554,6.936027480034812,0.6846574489841384,6.333853354134167,2417.6470588235293,115.24926686217007,-7.692307692307687,-28.4656796769852,8.686750511845576,-6.999391357273277,8.175182481751818,32.14051931049531,20.02670226969292,230.2158273381295,0.0
372,2017-10-01,2017,4,Neuquen,10.7191515245403,46739.0,54119.0,1017.0,12404.0,2692.0,116971.0,18.2308851652642,61.242323177851,1396.0,2372.0,68036.0,1325.0,22781.0,7528.0,6300.0,6105.0,115843.0,0.9560610285623161,0.7559053217307099,0.7559443151611722,-2.826373212942057,5.774399851700807,5.345394736842102,2.138061404080571,0.0,0.0,0.0,-4.804587935429061,-0.48645805942676423,10.235343266954455,1.5037593984962516,7.075788061703547,15.595238095238084
395,2018-01-01,2018,1,Neuquen,11.9604599560741,46714.0,55072.0,1000.0,12404.0,2713.0,117903.0,18.3128386973519,61.5173903515637,1396.0,2367.0,59468.0,1311.0,29012.0,9709.0,7378.0,6105.0,116746.0,0.9142370503957498,-0.28625191701620034,0.6129886140228802,1.6608975526811287,-2.625126207990769,0.0,0.0,0.0,-0.3136025088200656,-3.5826949076160464,2.3597201262175904,2.8548770816811952,2.2684310018903586,0.0,0.0,0.0
422,2018-04-01,2018,2,Neuquen,13.365011560108,46633.0,52855.0,998.0,12649.0,2713.0,115848.0,17.9318778103692,60.2367916140203,1396.0,2408.0,56035.0,1314.0,26417.0,12442.0,8551.0,6105.0,114668.0,-0.509160684379284,-0.7638771006620249,-0.7304116865869958,-7.150646518149239,-1.109894673260603,6.108732450463017,0.8430448797421164,-47.3352916491817,0.0,-6.173496540713142,-2.5241703684348082,-7.761898518421395,0.9616717013552156,-35.45279383429673,2.2115698877873458,0.0
432,2018-07-01,2018,3,Neuquen,14.6742442866248,46602.0,54129.0,998.0,12277.0,2712.0,116718.0,18.0054517097913,60.4866167439691,1396.0,2244.0,55822.0,1647.0,23785.0,15218.0,9718.0,6105.0,115935.0,12.218666858416615,12.218666858416615,11.957257775517572,0.5890831609951741,4.110429447852759,4.873294346978563,91.15692622252513,-1.7416545718432541,-8.162684869169512,-1.7157225262535158,20.299803455660182,33.33333333333333,0.0,0.0,0.0,0.0
458,2018-10-01,2018,4,Neuquen,15.8912336460704,40747.0,55634.0,3115.0,12425.0,2444.0,114365.0,17.5833620329143,59.0691692663678,1328.0,3044.0,52313.0,1781.0,21452.0,17135.0,11025.0,6287.0,114365.0,0.21672944940398509,0.010800038354563668,0.010681818205560134,-0.6993006993006978,-0.3969802358130492,2.2485743908761124,1.4351320321469574,-1.1406844106463865,0.0,0.0,-2.8268551236749095,-3.200393894633191,15.985979884181646,16.277128547579302,17.75611315326835,-3.809523809523807
503,2019-01-01,2019,1,Neuquen,15.8846532639152,40747.0,55634.0,3114.0,12510.0,2372.0,114377.0,17.5264903960343,58.8780043343749,1328.0,3055.0,52360.0,1781.0,21452.0,17135.0,11026.0,6105.0,114242.0,0.6838067694419303,0.36568449344065446,0.3629755049267658,-2.5629999139932913,0.9012994194083523,-0.01058761249338458,5.892714171337077,0.0,0.0,0.0,1.016566265060237,0.1339809077206544,0.0729676367070109,0.8911917098445521,1.0792732103040992,-100.0
523,2019-04-01,2019,2,Neuquen,17.242865250196,43420.0,59021.0,4983.0,12792.0,2737.0,122953.0,18.7779008056203,63.0809643276744,302.0,3038.0,61776.0,4688.0,17318.0,21210.0,14132.0,422.0,122886.0,-0.00936642021273082,-0.009366420212675308,-0.2930020387973187,-0.003913919855969006,0.0,0.0,-9.523809523809524,-0.31914893617021045,-5.859375,-7.9999999999999964,0.7432393472870835,-15.555555555555555,127.77777777777777,0.0,0.0,0.0
540,2019-07-01,2019,3,Neuquen,23.7484151599667,43347.0,60484.0,5560.0,13512.0,2518.0,125421.0,19.0920756796417,64.1388726949158,45.0,2258.0,62909.0,4586.0,9597.0,16923.0,28458.0,122.0,124898.0,-1.2530950586715495,-1.5065932338838128,-1.5064399399257855,-4.88528931090838,1.0862786908330202,12.285405578454522,-8.828262141603272,-1.0958904109588996,-92.22520107238606,344.44444444444446,-3.2582558788471716,-5.171748359706674,14.779812299008999,32.10161662817552,45.28158295281584,-100.0
554,2019-10-01,2019,4,Neuquen,26.0198843147829,29826.0,60970.0,10549.0,14246.0,854.0,116445.0,17.6681849769219,59.3559009282245,218.0,1.0,57370.0,4439.0,7357.0,12059.0,35001.0,0.0,116445.0,0.11623375750815512,-0.115185256287198,-0.13755158184318717,-30.12767303055457,1.577901044056107,3.9928545244011016,0.0,-2.95918367346939,0.9708737864077666,0.10186757215620013,-0.13779419059692932,-0.2049082678103442,-7.770117710810731,-36.50090916277967,9.608895531852246,-62.833882796205344
590,2020-01-01,2020,1,Neuquen,27.7682820789762,29305.0,65951.0,11031.0,14711.0,729.0,121727.0,18.4098728835989,61.8474936235507,218.0,327.0,60152.0,5257.0,7123.0,5399.0,43738.0,0.0,122214.0,7.950645942672585,7.667142759706702,7.66648321750798,-3.358778625954195,2.904916786820011,100.88431032910931,6.265629341483736,-0.7830853563038365,0.0,0.0,-0.038157016121342924,-6.155623730029081,2.4617508340043726,7.8555976203353195,29.09602515901728,0.6764101944679357
614,2020-04-01,2020,2,Neuquen,29.1001476238785,30256.0,67990.0,11037.0,15755.0,1134.0,126172.0,19.0205986637401,63.8984690337643,218.0,327.0,61171.0,6103.0,6625.0,5296.0,46432.0,0.0,126172.0,1.3212105240040461,0.2453488452872632,0.9615080025033862,0.05604731166171106,3.7077755502382015,0.0,-2.0570948782535736,0.0,0.5198180636777128,0.8534850640113723,-1.2326329558444038,13.888888888888884,6.903130078428599,37.42271396029939,69.00369003690037,0.0
646,2020-07-01,2020,3,Neuquen,31.4609040270338,30222.0,70446.0,11043.0,16787.0,737.0,129235.0,19.4204592926977,65.2441702553022,218.0,327.0,60463.0,6561.0,5975.0,5449.0,49439.0,803.0,129235.0,0.9372435991837236,0.9372435991837014,0.5676960387810404,0.052399593132568256,3.2621294916376886,0.0,2.2651006711409405,-0.7633587786259555,-25.73875802997858,19.25075790385449,0.7994875687986402,6.849315068493156,47.740112994350284,100.0,0.0,0.0
666,2020-10-01,2020,4,Neuquen,33.9078648667739,30468.0,70614.0,13732.0,17689.0,632.0,133135.0,19.9435555508951,67.0023452204809,116.0,327.0,56434.0,8478.0,5791.0,5493.0,50776.0,5720.0,133135.0,14.418439482029587,14.042049758894937,14.043798261678852,-0.7838893195080243,7.0419645996952385,1.0766149223835786,7.693097781429747,304.71484455425156,0.0,-14.466203411244472,1.7926807708173786,8.051055473735879,-24.414248990084463,29.68537681613881,36.07171000788023,397.95643990319974
691,2021-01-01,2021,1,Neuquen,34.2385026475364,30223.0,70457.0,14171.0,17752.0,632.0,133235.0,19.895917331183,66.8420894204527,116.0,327.0,56171.0,8443.0,5903.0,5677.0,50840.0,5758.0,133235.0,1.068270327258647,1.0682703272587135,0.712217457785913,2.9771902259305483,-6.007393715341958,11.627906976744185,-94.4954128440367,-0.34482758620689724,-92.62295081967213,-7.247869115039185,-4.248326416866089,50.97426028385854,395.36082474226805,0.0,0.0,0.0
698,2021-04-01,2021,2,Neuquen,36.1097214584669,30083.0,72690.0,15619.0,19218.0,640.0,138250.0,20.5802361256459,69.1402108463862,112.0,327.0,57713.0,8631.0,5871.0,5943.0,54008.0,5645.0,138250.0,2.724621659741544,2.7246216597414774,2.3750407683458485,1.797628339082058,5.6393867065819725,5.882352941176472,3.9735099337748325,4.823747680890533,-48.75000000000001,-31.621060950311175,0.4783068783068778,7.836238605469381,13.606396409033517,40.71428571428572,2.0408163265306145,0.0
739,2021-07-01,2021,3,Neuquen,38.3422231542874,29650.0,73794.0,16455.0,19270.0,640.0,139809.0,20.7481620211386,69.7065334450161,112.0,327.0,57441.0,8566.0,6234.0,3631.0,57919.0,5579.0,139809.0,-0.0672701762478578,-1.207524270851168,-0.35338850106608755,0.0,0.0,0.0,-2.8455284552845517,0.0,0.0,-19.948186528497413,1.2302505335270109,0.0,0.0,0.0,0.0,0.0
762,2021-10-01,2021,4,Neuquen,40.0925301111676,29175.0,72761.0,23253.0,21531.0,746.0,147466.0,21.8175631190774,73.3001625402001,140.0,940.0,42313.0,13264.0,10515.0,3310.0,69217.0,7767.0,147466.0,0.5976120679893837,0.3381126552647107,0.3372716002135734,-10.491115991215816,1.3929732239591486,65.99700149925039,0.448469926134365,0.5445720374097407,144.44444444444446,333.033033033033,-51.72114308619913,1356.781914893617,80.96603773584906,17.751479289940832,3425.1798561151077,-4.43869855634561
782,2022-01-01,2022,1,Neuquen,43.05,28443.0,73200.0,24193.0,23098.0,745.0,149679.0,22.0774604260943,74.1730550999272,137.0,1123.0,39856.0,15623.0,11163.0,2654.0,71238.0,7885.0,149679.0,0.1059161749130011,-1.2304300867529316,-0.22981961692203345,0.0,1.6585365853658551,0.0,-9.999999999999998,0.0,0.0,0.0,1.2766273287315277,0.0,0.0,0.0,0.0,0.0
