,Fecha,Año,Trimestre,Provincia,Tot_Vel_Media_DL_Trim_x_Prov,Tot_Acc_ADSL_x_Prov,Tot_Acc_CaModem_x_Prov,Tot_Acc_FO_x_Prov,Tot_Acc_Wireless_x_Prov,Tot_Acc_Otros_x_Prov,Tot_Acc_x_Prov,Tot_pntrcion_x_c100_Habi_x_Prov,Tot_pntrcion_x_c100_Hoga_x_Prov,Tot_Acc_rango_0->512_kbps_x_Prov,Tot_Acc_rango_0.512->1_Mbps_x_Prov,Tot_Acc_rango_1->6_Mbps_x_Prov,Tot_Acc_rango_6->10_Mbps_x_Prov,Tot_Acc_rango_10->20_Mbps_x_Prov,Tot_Acc_rango_20->30_Mbps_x_Prov,Tot_Acc_rango_>30_Mbps_x_Prov,Tot_Acc_rango_Otros_Mbps_x_Prov,Tot_Acc_rango_Mbps_x_Prov,Tasa_Crec_Accesos_x_Prov,Tasa_Crec_Pntcion_xc100_Hoga_x_Prov,Tasa_Crec_Pntcion_xc100_Habi_x_Prov,Tasa_Crec_Acc_ADSL_x_Prov,Tasa_Crec_Acc_CaModem_x_Prov,Tasa_Crec_Acc_FO_x_Prov,Tasa_Crec_Acc_Wireless_x_Prov,Tasa_Crec_Acc_Otros_x_Prov,Tasa_Crec_Acc_rango_0->512_kbps_x_Prov,Tasa_Crec_Acc_rango_0.512->1_Mbps_x_Prov,Tasa_Crec_Acc_rango_1->6_Mbps_x_Prov,Tasa_Crec_Acc_rango_6->10_Mbps_x_Prov,Tasa_Crec_Acc_rango_10->20_Mbps_x_Prov,Tasa_Crec_Acc_rango_20->30_Mbps_x_Prov,Tasa_Crec_Acc_rango_>30_Mbps_x_Prov,Tasa_Crec_Acc_rango_Otros_Mbps_x_Prov
655,2020-10-01,2020,4,Cordoba,35.1206012418839,267396.0,439322.0,125620.0,52827.0,17536.0,902701.0,23.904978675681,78.0796087633819,119.0,2386.0,214963.0,135262.0,82221.0,70013.0,384169.0,13568.0,902701.0,0.3197489672704057,0.3197489672704501,-0.028752159427125612,0.017902164670080545,1.4092526690391516,0.31948881789136685,-0.21212121212120794,-6.146926536731634,-15.306980656013458,-1.326346815130175,-1.5940016059376338,6.70103092783505,22.062743489850313,51.92307692307692,15.116279069767447,0.0
685,2021-01-01,2021,1,Cordoba,36.1687993284376,260350.0,444695.0,134634.0,54137.0,17065.0,910881.0,24.0613716456615,78.5902806238002,93.0,2386.0,211799.0,135092.0,74659.0,71984.0,402191.0,12677.0,910881.0,1.5449746759531369,1.2524907486478831,1.2494215640906914,-1.6562853907134745,-0.12452549759986997,3.98924179531428,2.597778292062025,0.0,-94.26616365904766,-88.32389448997247,-80.79422058782127,-54.07007457461901,-53.71089528556872,-7.258504041295433,-38.3592628625053,139.10168135917164
710,2021-04-01,2021,2,Cordoba,39.5901164899479,239780.0,467782.0,151855.0,55944.0,15519.0,930880.0,24.5284062912537,80.1151879593124,99.0,2452.0,201757.0,136516.0,66950.0,70824.0,442357.0,9925.0,930880.0,6.500056113573871,6.165629995983091,6.162094539233953,-4.399436267743761,19.225895449368814,1.1034482758620623,30.578512396694222,-0.7291556588819637,0.0,-7.597535934291577,-27.63003454173514,68.5399344581968,-15.635870526501972,-18.78511985205207,91.25522364958985,-0.9228740936057966
736,2021-07-01,2021,3,Cordoba,41.927787245662,229275.0,477223.0,167495.0,57617.0,15178.0,946788.0,24.8859576286757,81.2845665540848,99.0,2452.0,204989.0,141285.0,65050.0,47198.0,476459.0,9256.0,946788.0,0.32613520137401153,0.3261352013742558,0.03572123241879499,0.47274003426849287,0.0,1.9867549668874274,2.060085836909864,-9.83118172790467,0.0,-7.86516853932584,0.4323608460250039,0.0,0.0,0.0,0.0,0.0
755,2021-10-01,2021,4,Cordoba,46.3609074579921,212011.0,487489.0,217214.0,61277.0,8779.0,986770.0,25.8731537155377,84.5094185304609,100.0,2479.0,184548.0,130892.0,76246.0,41198.0,538700.0,12607.0,986770.0,-1.1435343368116468,-1.4082603368174351,-1.4084428488343126,-3.0657640232108263,1.7355632691700817,11.701480429933087,-2.1958293053445654,-0.058777429467082865,0.0,19300.0,-1.3838946986441503,0.0,0.0,0.0,0.0,283.5473515248796
772,2022-01-01,2022,1,Cordoba,49.89,195610.0,501799.0,235838.0,60843.0,9713.0,1003803.0,26.2552622183512,85.7574535631355,100.0,12782.0,165922.0,126009.0,73967.0,34892.0,577027.0,13104.0,1003803.0,-0.6337539609622578,-0.8717551336691165,-0.9125475285171158,0.0,-8.439842528177754,1.9775521111704997,0.0,0.014376078205868836,12.5,0.04948045522019662,-0.07257881605806649,-0.015349194167302294,-0.5604897818401344,-27.475800446760978,-0.6410445777081941,-0.04834102395078199
813,2022-04-01,2022,2,Cordoba,53.51,179181.0,467595.0,308895.0,61107.0,9657.0,1026435.0,26.7815908411335,87.48,99.0,11971.0,160486.0,120485.0,71923.0,28645.0,619400.0,13426.0,1026435.0,3.8739960783260363,3.5717909690512473,3.5815602836879457,0.0,-0.8744954833749707,22.874617737003057,0.6668281674337972,0.0,3155.5283333333336,1311.5058917197453,1064.875715037726,61.258334033084225,239.90782537067545,-73.18080732573351,553.9478007277397,-23.21566124706751
828,2022-07-01,2022,3,Cordoba,56.32,163770.0,465461.0,338570.0,61070.0,9797.0,1038668.0,27.04,88.31,99.0,11312.0,153324.0,111615.0,70989.0,27112.0,650344.0,13873.0,1038668.0,0.7883611989183859,0.7883611989182082,0.10457767198432943,0.2376364804110409,0.0,29.13096695226438,-3.1137002812374415,4.009216589861753,0.0,4.545454545454541,-1.6769057171514556,54.75113122171946,53.846153846153854,11.111111111111116,0.0,0.0
845,2022-10-01,2022,4,Cordoba,108.77,152265.0,456947.0,367393.0,61631.0,11424.0,1049660.0,27.26,89.03,99.0,9929.0,143686.0,108195.0,63120.0,20691.0,686330.0,17610.0,1049660.0,13.254167281309925,12.563006196785587,12.564107672252245,0.0,17.459429210968104,473.96733909702215,-8.478214209057732,-86.86868686868688,6.382978723404253,0.0,12.814190556802707,90.18712916476494,5.321073258968956,29.42884801548886,0.0,156.59630606860156
874,2023-01-01,2023,1,Cordoba,109.57,136976.0,455139.0,386297.0,61066.0,10494.0,1049972.0,27.2,88.84,99.0,8844.0,131774.0,103063.0,57176.0,24960.0,690566.0,33490.0,1049972.0,16.757509519108726,16.523452518538928,16.52202377984553,-2.079966526486221,27.423258016150665,95.98021026592455,-1.2303348124243607,3096.8456947996588,-37.26595530501309,-12.14328142351695,2.625469005547898,12.491653563659089,28.469809251458035,46.09979754674289,203.67251461988306,0.0
911,2023-04-01,2023,2,Cordoba,111.82,129303.0,453924.0,411703.0,62391.0,10430.0,1067751.0,27.59,90.13,99.0,8627.0,126496.0,99026.0,52240.0,25144.0,712647.0,43472.0,1067751.0,-3.6719049444231544,-4.699969793706382,-3.929838667217611,-2.2154725745935355,-10.652920962199309,0.0,-20.017559262510975,0.0,0.0,-7.873915262889231,-1.165814336482618,1.7639795378373568,2.2629310344827624,0.0,0.0,0.0
918,2023-07-01,2023,3,Cordoba,111.5,125050.0,453994.0,417338.0,62514.0,10438.0,1069334.0,27.57,90.05,99.0,8691.0,126420.0,96257.0,52428.0,26058.0,742447.0,16934.0,1069334.0,-16.84904703239365,-17.068566139241128,-17.06906652212914,-1.5144412793423045,-25.305013309671697,0.0,12.513721185510418,128.57142857142856,-40.57971014492754,-5.9914841849148415,7.688883393100032,1.5360484612472192,10.239579914670172,6.666666666666665,0.0,0.0
938,2023-10-01,2023,4,Cordoba,114.03,115662.0,452380.0,440536.0,61862.0,8862.0,1079302.0,27.76,90.67,1953.317,8864.257,132772.534,38408.51,37138.329,20091.33,122209.765,6514.383299798793,367909.447,0.3881309227770746,0.14589412255106016,0.08396305625524292,-11.751706207344814,0.022239519626365833,14.783599088838262,4.427319431852528,0.4106776180698102,0.0,-8.453757225433522,-7.666537362908632,-1.4343358990878574,10.244296637036122,-27.362637362637365,16.229136282612224,24.87373737373737
969,2024-01-01,2024,1,Cordoba,114.89,102812.0,449784.0,458985.0,61121.0,9497.0,1082199.0,27.77,90.7,99.0,8056.0,110371.0,87798.0,47085.0,29939.0,784141.0,14710.0,1082199.0,-16.86665157346615,-17.381693528479314,-17.38309536812889,-32.99140980293077,0.6076747064781118,-100.0,0.0,-79.15265635507734,83.33333333333333,-100.0,-26.57703918090437,7.63000852514919,5.239179954441919,69.51219512195121,768.141592920354,-19.268242122719737
1004,2024-04-01,2024,2,Cordoba,117.39,93483.0,443091.0,477504.0,62162.0,9534.0,1085774.0,27.79,90.79,103.0,7771.0,104023.0,84867.0,47180.0,27367.0,797600.0,16863.0,1085774.0,0.8198146721983379,0.5076015412994961,0.5068263221848834,1.5915136573022792,-18.78401492769398,-0.9433962264150941,154.99999999999997,4.590163934426239,-3.669724770642202,-8.761734465802418,-5.200433369447454,-0.13465189174870495,18.543433752559224,-4.261572373254962,566.7175572519084,0.0
1015,2024-10-01,2024,4,Cordoba,24.720245470900192,112930.8609731877,182158.2810327706,48556.98609731877,12542.229394240318,6497.041708043694,362685.3992055611,15.72724750646932,52.794973016863175,99.0,8404.0,117068.0,91169.0,51126.0,26948.0,767427.0,17061.0,1079302.0,3.0945495404225642,2.795264369608619,2.7925447891859134,-0.3191546067535467,19.51591579375571,8.76088534107402,33.23507737656595,0.0,0.0,0.0,-6.353512278697881,0.13385408071584504,-3.0950152117949936,44.523597506678534,13.200317302391863,0.07590132827324236
11,2014-01-01,2014,1,Corrientes,3.21862508234916,52565.0,8279.0,31.0,1306.0,55.0,62236.0,5.89170828868197,22.3167167138389,20.0,16357.0,40742.0,4486.0,630.0,0.0,0.0,0.0,62235.0,1.8178301505349603,1.8178118897598239,1.5486600642178772,-0.6780518048349116,4.344837251156175,4.65702475696923,13.393756294058413,0.2718734552644486,3.398224043715836,-20.069479827690028,-2.926287497780522,2.552537290676704,17.108309363693763,36.763705103969755,29.741702958402172,0.0
47,2014-04-01,2014,2,Corrientes,3.36697059898026,52883.0,8680.0,31.0,1309.0,55.0,62958.0,5.94526705446853,22.5756130032436,20.0,15563.0,41219.0,5199.0,956.0,0.0,0.0,0.0,62957.0,0.16542404473438577,0.00020160783984479735,0.12407931223328283,-0.18671083954057144,0.18078512396693114,12.701836199358784,1.6309887869520923,-4.404313368845003,-5.670867309117867,-6.060309273433207,-2.3845583843933538,8.667258535384148,19.626512500328896,34.304076221293414,5.051894460422668,0.0
67,2014-07-01,2014,3,Corrientes,3.41092777664112,52957.0,9184.0,31.0,1312.0,65.0,63549.0,5.98628267191169,22.7875350351524,21.0,15448.0,41717.0,5181.0,1172.0,0.0,0.0,0.0,63539.0,-0.33951719491497334,-0.24969852814286098,-0.36882109300887533,-6.318739907991344,0.4109251945994208,9.466989362300904,-0.07664793050587981,-0.06998880179170941,-14.006514657980452,1980.0,-4.205016431580255,-7.22568001596835,-19.112871215674954,-58.26296098343132,20.191428817797696,0.0
78,2014-10-01,2014,4,Corrientes,3.8061123116725,54754.0,9526.0,40.0,1315.0,75.0,65710.0,6.17465506597043,23.5624309927751,40.0,13860.0,42182.0,7513.0,2106.0,0.0,9.0,0.0,65710.0,0.2744109082051249,0.3680078508341511,0.25886101154919405,-1.4475357089586693,-0.1555488358028434,7.220356297110309,-20.059048280653002,0.12269166640450635,-0.19342359767892114,-11.25043538836642,-8.876669285153183,-4.68236300107624,-30.050436992261197,-71.71336958037084,3.6718391515475624,1.2277558140637357
105,2015-01-01,2015,1,Corrientes,4.62819022139316,54649.0,25372.0,129.0,1319.0,62.0,81531.0,7.64256876399628,28.9501912819093,36.0,13295.0,47842.0,15554.0,4424.0,235.0,98.0,0.0,81484.0,-1.8786887161806765,-2.0980688849614015,-2.0985552559811382,-2.326425434616919,0.0,6.666666666666665,-100.0,-0.09033423667570428,0.0,-16.298896690070208,-2.814614343707711,1.0537905001572812,2.650375939849625,-14.70588235294118,0.0,-6.880520688052072
141,2015-04-01,2015,2,Corrientes,4.84719763799374,55238.0,26553.0,157.0,1321.0,47.0,83316.0,7.79082336835569,29.5840126681085,34.0,12542.0,48015.0,17184.0,5039.0,379.0,126.0,0.0,83319.0,0.2284826724594069,-0.5731667698351095,-0.039391887550854765,-0.9895587004765893,2.215661716466877,1.6129032258064502,0.0,0.0,0.0,-3.715792116495109,-2.3885699259324156,0.6753271115696569,5.266339759521732,16.976024748646566,25.6,0.0
160,2015-07-01,2015,3,Corrientes,5.06347381678221,55792.0,27604.0,176.0,1340.0,47.0,84959.0,7.92519113592012,30.167412409019,33.0,11921.0,48127.0,18168.0,6111.0,453.0,146.0,0.0,84959.0,2.769694933188438,2.5281491624151275,2.527969834748056,-7.083485806890066,-0.8074270723699706,25.758619439509832,-0.16213519580943192,0.2549936251593721,53.156146179401986,0.0,-16.41162120204036,8.062517869055563,-8.028676840516514,-4.995836802664444,17.56362538979981,-4.687107313395322
176,2015-10-01,2015,4,Corrientes,5.25948212049208,55681.0,28178.0,177.0,1354.0,45.0,85435.0,7.95036315669479,30.3364314453388,29.0,11248.0,48104.0,17877.0,7569.0,456.0,150.0,0.0,85433.0,-4.769338507776255,-6.550413688845769,-5.217442627168145,-5.962215950060779,2.869440459110484,1.683501683501687,2.317232375979117,-11.268062997239813,-64.96232508073196,-0.6754583467352804,-5.065240429195916,45.71428571428571,0.0,0.0,0.0,0.0
206,2016-01-01,2016,1,Corrientes,5.37127911707625,55454.0,28491.0,192.0,1354.0,45.0,85536.0,7.94060144931573,30.0807850041331,29.0,10690.0,47833.0,18375.0,7911.0,526.0,170.0,0.0,85534.0,1.8261109916771545,1.4304603918740222,1.4120855010597122,0.0,4.289304179544207,0.0,0.0,0.033982782057084826,0.0,0.0,-0.2117718976508587,-0.8873370279014692,1.1431904345290178,5.390334572490696,14.08990515785371,0.014984266520157163
238,2016-04-01,2016,2,Corrientes,5.60182256952425,55511.0,29845.0,203.0,1354.0,43.0,86956.0,8.05303989383131,30.5801620466166,41.0,10018.0,47916.0,19200.0,8851.0,803.0,191.0,0.0,87020.0,3.018314213725004,2.756293783520003,2.75568498173715,-3.5440899343687104,2.706954119294336,77.40486961149549,1.2688789333905603,-0.09194345477531174,71.08433734939759,-100.0,-3.068902482188285,10.858782383662602,-7.727495231504145,-21.973784077622106,40.74746423266855,40.758873929008566
256,2016-07-01,2016,3,Corrientes,5.95819256106671,55934.0,30813.0,217.0,1354.0,22.0,88340.0,8.16172673090231,31.0668788260512,15.0,7425.0,49471.0,19956.0,10006.0,1263.0,210.0,0.0,88346.0,0.33034589756597565,0.09922822491730265,0.07202016564638036,-9.073843520211645,-1.488047596179498,4.034772378182283,1.7031789401351416,0.3895967147520274,4.040404040404044,-3.5377358490566,-5.751510813528915,-3.3383448370122304,0.20176276945949034,-8.590801295968465,1.7164004942988642,14.636301835486055
278,2016-10-01,2016,4,Corrientes,6.23624560407751,54981.0,31497.0,233.0,1354.0,31.0,88096.0,8.11989603111693,30.9810703764977,15.0,6109.0,48995.0,20187.0,10908.0,1645.0,234.0,0.0,88093.0,1.8747328555382081,1.6452750332028643,1.6455505968124617,0.0,2.4187844782875167,102.8894472361809,0.8580858085808662,93.33333333333333,0.0,0.49704877291083527,2.7450770547945202,0.0,0.0,0.0,0.0,0.0
306,2017-01-01,2017,1,Corrientes,6.43297127701597,54993.0,31994.0,236.0,1354.0,31.0,88608.0,8.14778714678486,30.9406001096441,15.0,6040.0,48149.0,20586.0,11468.0,2044.0,303.0,0.0,88605.0,2.0605768651773326,2.0605768651773326,1.8069561527185751,0.903322268006379,4.9693109194068885,10.185185185185187,1.4807336362106627,-19.591836734693878,-0.10463899546564459,-8.204250344453257,-0.11999846401966607,14.868566143776896,13.586485706035223,29.197080291970813,14.28571428571428,0.0
322,2017-04-01,2017,2,Corrientes,6.79158048260705,55262.0,33192.0,258.0,1354.0,31.0,90097.0,8.26516561613311,31.386121368355,15.0,5912.0,46483.0,21776.0,13043.0,2218.0,647.0,0.0,90094.0,1.4528042951726716,1.2151734225877453,1.215696798986099,-3.8792463291715706,0.9174210275558758,0.3222510414210511,7.0112747212125015,43.19908504207173,0.0,-35.933600954757516,-5.91143132142824,4.489893744507478,-19.895016748972616,33.4784525515265,39.96587478671743,41.70647339812221
355,2017-07-01,2017,3,Corrientes,7.44741642808526,56247.0,33993.0,947.0,1334.0,27.0,92548.0,8.4702126705405,32.165435745938,24.0,5629.0,44305.0,22785.0,15576.0,2635.0,1607.0,0.0,92561.0,6.4836195699235155,6.483619569923671,6.243187964601127,2.752293577981657,2.6418289585097288,77.77777777777777,0.0,550.0,-8.705745792222864,-17.72270282908581,1.3477953918233698,3.784056508577205,5.385456533624922,0.15432098765431057,70.0,0.0
378,2017-10-01,2017,4,Corrientes,10.384400430892,56786.0,34722.0,894.0,1334.0,35.0,93771.0,8.56226362030962,32.5151183111876,11.0,5220.0,41080.0,23686.0,16046.0,5053.0,2675.0,0.0,93771.0,0.9678702435143904,0.7830492860432914,0.816171240847896,-6.020653374033902,1.5419625691529104,11.807594936708865,0.14784151389710676,0.0,0.0,-24.57002457002457,-1.241923302844672,-0.8170100477012054,-2.148499210110588,-4.5685279187817285,8.4405243170403,-0.16949152542372614
398,2018-01-01,2018,1,Corrientes,11.1185028652536,56937.0,35225.0,888.0,1334.0,33.0,94417.0,8.60133260210877,32.6634608731751,11.0,5005.0,37152.0,24038.0,19068.0,5890.0,3256.0,0.0,94420.0,0.20452301471625134,0.20452301471598489,-0.09019975421549198,-1.2029197080291931,6.010199125789217,0.0,0.0,13.33333333333333,5.944055944055937,-9.494038964815354,1.2871467639015588,3.365303718660617,7.886754297269971,38.70967741935485,0.0,0.0
431,2018-04-01,2018,2,Corrientes,10.8776528955992,56541.0,39715.0,201.0,1468.0,32.0,97957.0,8.90324738534082,33.8097539088117,11.0,7047.0,38268.0,24066.0,17926.0,6780.0,3862.0,0.0,97960.0,2.647943461332636,2.6479434613327912,2.4070617611873013,0.8277518008340756,4.1367193739019426,0.0,0.3590971272229737,-1.7118402282453649,-5.407586763518967,3.458301453710777,4.886003507584391,5.882352941176472,0.0,0.0,0.0,0.0
451,2018-07-01,2018,3,Corrientes,11.4932283654571,56444.0,41300.0,212.0,1468.0,32.0,99456.0,9.01894817024788,34.2499388738322,11.0,6754.0,38364.0,24953.0,16601.0,8357.0,4419.0,0.0,99459.0,1.1720502467474248,0.9541840438455074,0.9552741570158618,3.3931605777400176,-9.188991337388664,67.41611898996887,19.57220436661864,188.56868395773296,0.0,-60.50198150594453,6.9012447191584725,16.233766233766247,28.746465598491987,6.7208271787296825,55.308641975308646,281.2320916905444
477,2018-10-01,2018,4,Corrientes,12.1389233933877,55842.0,42418.0,796.0,1515.0,30.0,100601.0,9.10221065708079,34.5662765686955,10.0,6438.0,37376.0,26562.0,15498.0,9688.0,5029.0,0.0,100601.0,-0.4206804048286772,-1.8079689830333479,-0.7689169194503687,-0.42808219178082085,0.0,-5.882352941176472,0.0,0.0,22.222222222222232,-3.046388183706439,-3.5875822368421018,13.587236232629962,38.082901554404145,0.0,0.0,0.0
495,2019-01-01,2019,1,Corrientes,12.049695550812,55842.0,43444.0,1615.0,1528.0,58.0,102487.0,9.25199213887151,35.1349868869881,10.0,6470.0,38402.0,26562.0,15498.0,9688.0,5029.0,0.0,101659.0,-1.2405319973757933,-1.5645929055367103,-1.5673249467531347,-4.156120953776476,0.0,0.0,0.0,0.0,0.0,-9.090909090909093,-2.9182048770687308,11.38003258087037,0.6176652254478165,69.23076923076923,0.6933744221879756,-100.0
511,2019-04-01,2019,2,Corrientes,13.8330350838162,53835.0,47431.0,1701.0,2444.0,6138.0,111549.0,10.0474590194205,38.155585884188,10.0,3012.0,40424.0,27774.0,13114.0,11928.0,7119.0,6080.0,109461.0,0.8382008002575603,0.5374328208973767,0.516431924882621,-10.260115606936415,0.6274026256618548,3.807954812897152,0.0,0.0,0.0,1.1013215859030812,-5.933682373472948,-11.046511627906973,0.44467801269354457,-1.8412438625204586,1.989795918367343,0.0
534,2019-07-01,2019,3,Corrientes,16.6999225509086,53344.0,50230.0,1888.0,2458.0,4839.0,112759.0,10.1340281141787,38.4853511358672,10.0,597.0,42231.0,29628.0,10348.0,10388.0,12674.0,4780.0,110656.0,3.0241052589673245,2.7526250165370136,2.7499182187859628,-1.2456027932887803,9.039379474940334,86.25162127107653,32.049629390912024,0.0,0.0,-8.021712907117006,21.08252934457702,380.77669902912623,1677.0676691729325,58.823529411764696,79.16666666666667,-100.0
562,2019-10-01,2019,4,Corrientes,19.2554116079714,52525.0,51845.0,2002.0,2458.0,5004.0,113834.0,10.208283637368,38.7674409892621,72.0,0.0,35055.0,20620.0,27367.0,9981.0,15744.0,4995.0,113834.0,2.524991039069646,2.524991039069735,2.2014615285445682,2.6381887481776722,1.3062646274424328,300.0,4900.0,7.14285714285714,-14.531249999999996,-13.177385055364088,-0.7792935899831765,47.28407557354926,83.8107098381071,0.0,1100.0,0.0
596,2020-01-01,2020,1,Corrientes,20.5389992749433,51126.0,53231.0,2172.0,2437.0,5004.0,113970.0,10.1981922972643,38.7290799422309,72.0,527.0,33479.0,21382.0,26679.0,7351.0,19467.0,4780.0,113737.0,2.509898523743348,2.2419862886788877,2.244897959183678,-5.115744541126254,-0.9368133858077554,13.753333686571656,0.24038461538462563,-8.856744068011668,0.0,-5.829466357308588,-1.777803348483975,3.8135399000779113,1.4645231882838061,-0.48956454522030013,3.9530586017016756,4.900533721494416
621,2020-04-01,2020,2,Corrientes,22.1503060625758,51248.0,55536.0,3144.0,3927.0,5011.0,118866.0,10.6131399504817,40.3047626797957,72.0,527.0,34242.0,22845.0,25844.0,7898.0,22418.0,5020.0,118866.0,-2.015970116006105,-2.343406779719792,-2.344232645090849,-12.563838461868592,2.7803949823569596,212.12424849699397,1.2055062311639553,-9.882005899705016,-4.871060171919773,35.650623885917994,-6.286052094156425,8.136004857316337,-9.808702964052973,12.596924694440803,13.449269396995266,2.981162981162977
629,2020-07-01,2020,3,Corrientes,23.851523971243,50858.0,58681.0,2960.0,5513.0,5379.0,123391.0,10.9936136166816,41.7507494704644,72.0,527.0,35190.0,23315.0,25308.0,8615.0,25344.0,5020.0,123391.0,3.017758347196975,2.6947617822388192,2.693531858919984,0.8139765733571558,0.23848053828463556,24.350267137553196,5.373205456603314,-14.24694708276798,-46.78899082568807,0.0,-6.663579379124418,29.218106995884764,-3.079497907949791,0.8074876124059438,2.704342725378739,612.3287671232877
661,2020-10-01,2020,4,Corrientes,25.4467008966306,50102.0,61495.0,3146.0,5626.0,5290.0,125659.0,11.1720027347886,42.428283946949,67.0,527.0,31900.0,26321.0,25687.0,9383.0,26789.0,4985.0,125659.0,1.234466673955037,0.8936221088381213,0.8938312770731205,0.11500946280389446,4.14107911070245,0.07999999999999119,0.0,0.27375831052014465,0.0,-4.733833511968555,-7.627223167813712,9.278350515463906,43.95296752519597,44.24136930664346,28.23770491803279,6.883570852379672
687,2021-01-01,2021,1,Corrientes,25.9851713597201,49160.0,62876.0,3337.0,5949.0,5303.0,126625.0,11.2341158695361,42.6641284388214,67.0,527.0,31544.0,26223.0,26169.0,9001.0,27641.0,5453.0,126625.0,110.81335216928588,-26.005643984774807,-28.349669674399447,443.6948677155057,266.35348745579546,-28.208371137679976,-30.64077092163735,-58.95481895227941,-5.0847457627118615,0.38647342995168366,5.474622239442084,-7.233424565715241,4.399544678429135,32.522943165351805,-14.050233396987055,0.1413518375738887
707,2021-04-01,2021,2,Corrientes,30.3680548020057,46648.0,67262.0,3731.0,6557.0,5303.0,129501.0,11.4650645801296,43.5411637336848,67.0,645.0,29419.0,27037.0,24524.0,10059.0,32697.0,5053.0,129501.0,1.2755581978131092,0.949077346417293,0.9481664248969235,-3.0091383812010486,6.593182660244534,-5.899705014749268,8.119658119658112,33.2135154565061,-57.758620689655174,-1.6662187583982746,-5.34509264503601,10.929778537002012,-10.444844030959267,17.747181266261936,346.61354581673305,0.0
743,2021-07-01,2021,3,Corrientes,32.1689008278583,44805.0,69403.0,7542.0,6766.0,5303.0,133819.0,11.8228555121759,44.9008831266441,67.0,645.0,29629.0,28478.0,24792.0,9687.0,35468.0,5053.0,133819.0,-0.09244814237013843,-0.9367452580966162,-0.3745975461497242,0.0,0.0,0.0,-4.281891168599461,0.0,0.0,-12.727272727272732,-0.034125034125032094,0.0,0.0,0.0,0.0,0.0
748,2021-10-01,2021,4,Corrientes,35.772659194287,42523.0,71183.0,10138.0,6778.0,5290.0,135912.0,11.9831985526209,45.5101610294635,67.0,645.0,28830.0,26368.0,22922.0,10087.0,39911.0,7082.0,135912.0,1.316621356768044,1.0348969933118513,1.03578987950399,0.0,0.0,0.0,37.08815672306323,0.0,0.0,30.245746691871457,0.898770104068114,0.0,0.0,0.0,0.0,0.0
778,2022-01-01,2022,1,Corrientes,38.11,40462.0,79093.0,10875.0,6774.0,5374.0,142578.0,12.5452812873128,47.6446351415023,67.0,4029.0,24563.0,25665.0,27077.0,10452.0,43631.0,7094.0,142578.0,0.6465353312542721,-0.7187980286228579,0.3035453901636398,-0.043786671337242566,10.691144708423316,-1.1267605633802802,25.0,-2.6004728132387744,11.111111111111116,0.0,-3.15949752569471,0.0,0.0,-100.0,0.0,0.0
